topic,description,difficulty,remark,subfield,geometric_structure_data
Velocity_Vector,Velocity is a vector that represents both the magnitude and direction of motion of an object; instantaneous velocity is the derivative of position with respect to time.,Hard,Commonly visualized as a tangent vector along a trajectory; key link between geometry and derivatives.,Vector Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Velocity_Vector; mode=hypothesized; source=hypothesized; confidence=0.55; steps=10; OBJ_1=axes; P: X1(-4,0,0), X2(4,0,0), Y1(0,-3,0), Y2(0,3,0), O(0,0,0); E: XAXIS(X1,X2,L=8.0,type=x_axis), YAXIS(Y1,Y2,L=6.0,type=y_axis); REL: perpendicular(XAXIS,YAXIS,at=O); OBJ_2=trajectory_curve; P: S(-3,-1.5,0), T(3,1.8,0); E: path(S,T,type=parametric_curve); OBJ_3=instant_point_and_tangent; P: P0(0,0.4,0)[position], Vtip(1.6,1.0,0)[velocity_tip]; E: vvec(P0,Vtip,L=1.7088007490635064,type=vector); REL: tangent_to_curve(vvec,at=P0); OBJ_4=formula_box; BOX:C(0,-2.6,0),w=10.8,h=2.4; P: TL(-5.4,-1.4,0), TR(5.4,-1.4,0), BR(5.4,-3.8,0), BL(-5.4,-3.8,0); E: TOP(TL,TR,L=10.8,type=box_edge), RIGHT(TR,BR,L=2.4,type=box_edge), BOTTOM(BR,BL,L=10.8,type=box_edge), LEFT(BL,TL,L=2.4,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='v(t) = r′(t)  (tangent to the path)'; OPS: create_axes(O), draw_curve(path), pt(P0,0,0.4,0), vec(vvec,P0,Vtip), create_box(C=0,-2.6,0,w=10.8,h=2.4), place_text(A=0,-2.6,0)."
Double_Riemann_Sum,"A double Riemann sum approximates the value of a double integral over a region R by summing f(x_i*,y_j*)·ΔA over a partition of R.",Hard,Geometric meaning: sums of heights times small area elements over a 2D region.,Multivariable Calculus,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Double_Riemann_Sum; mode=hypothesized; source=hypothesized; confidence=0.55; steps=12; OBJ_1=xy_axes; P: X1(-3,0,0), X2(3,0,0), Y1(0,-3,0), Y2(0,3,0), O(0,0,0); E: XAXIS(X1,X2,L=6.0,type=x_axis), YAXIS(Y1,Y2,L=6.0,type=y_axis); REL: perpendicular(XAXIS,YAXIS,at=O); OBJ_2=region_rectangle; P: A(-2,-1,0), B(2,-1,0), C(2,1.5,0), D(-2,1.5,0); E: AB(A,B,L=4.0,type=boundary), BC(B,C,L=2.5,type=boundary), CD(C,D,L=4.0,type=boundary), DA(D,A,L=2.5,type=boundary); REL: region_R(AB,BC,CD,DA); OBJ_3=grid_partition; PARAM: nx=4, ny=3; REL: partition(region_R,into=nx*ny_cells); OBJ_4=sample_points; P: S11(-1.5,-0.5,0), S22(-0.5,0.25,0), S33(0.5,1.0,0); REL: representative_samples(in_cells=[(1,1),(2,2),(3,3)]); OBJ_5=formula_box; BOX:C(0,-2.6,0),w=12.0,h=2.4; P: TL(-6.0,-1.4,0), TR(6.0,-1.4,0), BR(6.0,-3.8,0), BL(-6.0,-3.8,0); E: TOP(TL,TR,L=12.0,type=box_edge), RIGHT(TR,BR,L=2.4,type=box_edge), BOTTOM(BR,BL,L=12.0,type=box_edge), LEFT(BL,TL,L=2.4,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='∬_R f(x,y)dA ≈ Σ f(x*_{ij},y*_{ij})·ΔA'; OPS: create_axes(O), draw_boundary(A,B,C,D), draw_grid(nx=4,ny=3), pt(S11,-1.5,-0.5,0), pt(S22,-0.5,0.25,0), pt(S33,0.5,1.0,0), create_box(C=0,-2.6,0,w=12.0,h=2.4), place_text(A=0,-2.6,0)."
Fubinis_Theorem,"Under appropriate conditions (e.g., f is continuous on a rectangle or absolutely integrable), a double integral can be computed as an iterated integral in either order.",Hard,"Allows switching between ∬_R f(x,y)dA and ∫∫ f(x,y) dy dx (or dx dy), greatly simplifying computation.",Multivariable Calculus,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Fubinis_Theorem; mode=hypothesized; source=hypothesized; confidence=0.55; steps=10; OBJ_1=region_rectangle; P: A(-2,-1.5,0), B(2,-1.5,0), C(2,1.5,0), D(-2,1.5,0); E: AB(A,B,L=4.0,type=boundary), BC(B,C,L=3.0,type=boundary), CD(C,D,L=4.0,type=boundary), DA(D,A,L=3.0,type=boundary); REL: rectangle_region_R; OBJ_2=vertical_and_horizontal_slices; P: x0(0,0,0), y0(0,0,0); E: vstrip(x=0,width=dx,type=slice), hstrip(y=0,width=dy,type=slice); REL: integrate_by_slices(order1=dy_then_dx,order2=dx_then_dy); OBJ_3=formula_box; BOX:C(0,-2.6,0),w=12.4,h=2.6; P: TL(-6.2,-1.3,0), TR(6.2,-1.3,0), BR(6.2,-3.9,0), BL(-6.2,-3.9,0); E: TOP(TL,TR,L=12.4,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=12.4,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='∬_R f(x,y)dA = ∫_a^b(∫_c^d f(x,y)dy)dx = ∫_c^d(∫_a^b f(x,y)dx)dy'; OPS: draw_boundary(A,B,C,D), highlight_slice(vstrip), highlight_slice(hstrip), create_box(C=0,-2.6,0,w=12.4,h=2.6), place_text(A=0,-2.6,0)."
Jacobian_Matrix_and_Determinant,"For a transformation (u,v) ↦ (x(u,v), y(u,v)), the Jacobian matrix contains first-order partial derivatives, and |J| gives the local area-scaling factor used in change of variables.",Hard,"Essential for multivariable change-of-variables: dA = |∂(x,y)/∂(u,v)| du dv.",Vector Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Jacobian_Matrix_and_Determinant; mode=hypothesized; source=hypothesized; confidence=0.55; steps=10; OBJ_1=uv_plane_patch; P: U1(-2,-1,0), U2(2,-1,0), U3(2,1,0), U4(-2,1,0); E: U12(U1,U2,L=4.0,type=boundary), U23(U2,U3,L=2.0,type=boundary), U34(U3,U4,L=4.0,type=boundary), U41(U4,U1,L=2.0,type=boundary); REL: region_in_uv; OBJ_2=xy_plane_mapped_patch; P: X1(-1.8,-0.6,0), X2(2.2,-0.4,0), X3(1.6,1.4,0), X4(-2.0,1.0,0); E: X12(X1,X2,type=mapped_edge), X23(X2,X3,type=mapped_edge), X34(X3,X4,type=mapped_edge), X41(X4,X1,type=mapped_edge); REL: mapped_region_in_xy; OBJ_3=formula_box; BOX:C(0,-2.6,0),w=12.6,h=2.8; P: TL(-6.3,-1.2,0), TR(6.3,-1.2,0), BR(6.3,-4.0,0), BL(-6.3,-4.0,0); E: TOP(TL,TR,L=12.6,type=box_edge), RIGHT(TR,BR,L=2.8,type=box_edge), BOTTOM(BR,BL,L=12.6,type=box_edge), LEFT(BL,TL,L=2.8,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='J = [∂x/∂u  ∂x/∂v;  ∂y/∂u  ∂y/∂v],  dA = |det J| du dv'; OPS: draw_boundary(U1,U2,U3,U4), draw_mapped_boundary(X1,X2,X3,X4), create_box(C=0,-2.6,0,w=12.6,h=2.8), place_text(A=0,-2.6,0)."
Greens_Theorem,Green's theorem relates a line integral around a positively oriented simple closed curve C to a double integral over the region D it encloses.,Hard,Planar case of Stokes: ∮_C (P dx + Q dy) = ∬_D (∂Q/∂x − ∂P/∂y) dA.,Vector Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Greens_Theorem; mode=hypothesized; source=hypothesized; confidence=0.55; steps=12; OBJ_1=region_and_boundary; P: A(-2,0,0), B(-1.2,1.6,0), C(1.2,1.6,0), D(2,0,0), Ept(0,-1.6,0); E: boundary(A,B,type=curve), boundary(B,C,type=curve), boundary(C,D,type=curve), boundary(D,Ept,type=curve), boundary(Ept,A,type=curve); REL: closed_curve_C, enclosed_region_D; OBJ_2=orientation; REL: positive_orientation(counterclockwise); OBJ_3=formula_box; BOX:C(0,-2.6,0),w=13.0,h=2.8; P: TL(-6.5,-1.2,0), TR(6.5,-1.2,0), BR(6.5,-4.0,0), BL(-6.5,-4.0,0); E: TOP(TL,TR,L=13.0,type=box_edge), RIGHT(TR,BR,L=2.8,type=box_edge), BOTTOM(BR,BL,L=13.0,type=box_edge), LEFT(BL,TL,L=2.8,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='∮_C (P dx + Q dy) = ∬_D (∂Q/∂x − ∂P/∂y) dA'; OPS: draw_closed_curve(C), shade_region(D), add_orientation_arrows(C), create_box(C=0,-2.6,0,w=13.0,h=2.8), place_text(A=0,-2.6,0)."
Stokes_Theorem,Stokes' theorem relates the surface integral of curl(F) over an oriented surface S to the line integral of F along the boundary curve ∂S.,Hard,Unifies circulation and curl: ∬_S (∇×F)·n dS = ∮_{∂S} F·dr.,Vector Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Stokes_Theorem; mode=hypothesized; source=hypothesized; confidence=0.55; steps=12; OBJ_1=surface_patch; P: C0(0,0,0)[center], P1(-2,0,0), P2(0,1.6,0), P3(2,0,0), P4(0,-1.6,0); REL: surface_S(approx_patch); OBJ_2=boundary_curve; E: boundary_loop(P1,P2,P3,P4,type=closed_curve); REL: boundary_is_partialS; OBJ_3=orientation; REL: right_hand_rule(surface_normal=n,curve_orientation=positive); OBJ_4=formula_box; BOX:C(0,-2.6,0),w=12.6,h=2.8; P: TL(-6.3,-1.2,0), TR(6.3,-1.2,0), BR(6.3,-4.0,0), BL(-6.3,-4.0,0); E: TOP(TL,TR,L=12.6,type=box_edge), RIGHT(TR,BR,L=2.8,type=box_edge), BOTTOM(BR,BL,L=12.6,type=box_edge), LEFT(BL,TL,L=2.8,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='∬_S (∇×F)·n dS = ∮_{∂S} F·dr'; OPS: draw_surface_patch, draw_boundary_loop, add_normal_vector, add_orientation_arrows, create_box(C=0,-2.6,0,w=12.6,h=2.8), place_text(A=0,-2.6,0)."
Burnsides_Lemma,"If a finite group G acts on a finite set X, then the number of orbits equals the average number of fixed points: |X/G| = (1/|G|) Σ_{g∈G} |Fix(g)|.",Hard,Core tool for counting distinct configurations under symmetry; also called the Cauchy–Frobenius lemma.,Group Theory,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Burnsides_Lemma; mode=hypothesized; source=hypothesized; confidence=0.55; steps=6; OBJ_1=set_nodes; P: x1(-2,0.8,0), x2(0,0.8,0), x3(2,0.8,0), o1(-2,-0.8,0), o2(0,-0.8,0), o3(2,-0.8,0); REL: top_row=elements_of_X, bottom_row=orbits; OBJ_2=mapping_arrows; E: a1(x1,o1,type=map), a2(x2,o2,type=map), a3(x3,o3,type=map); REL: partition_into_orbits; OBJ_3=formula_box; BOX:C(0,-2.6,0),w=12.8,h=2.8; P: TL(-6.4,-1.2,0), TR(6.4,-1.2,0), BR(6.4,-4.0,0), BL(-6.4,-4.0,0); E: TOP(TL,TR,L=12.8,type=box_edge), RIGHT(TR,BR,L=2.8,type=box_edge), BOTTOM(BR,BL,L=12.8,type=box_edge), LEFT(BL,TL,L=2.8,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='Number of orbits = (1/|G|) Σ_{g∈G} |Fix(g)|'; OPS: pt(x1,-2,0.8,0), pt(x2,0,0.8,0), pt(x3,2,0.8,0), pt(o1,-2,-0.8,0), pt(o2,0,-0.8,0), pt(o3,2,-0.8,0), draw_arrows, create_box(C=0,-2.6,0,w=12.8,h=2.8), place_text(A=0,-2.6,0)."
Lah_Numbers,Lah numbers count ways to partition n elements into k nonempty linearly ordered subsets; they relate rising and falling factorials.,Hard,Appears in combinatorial identities connecting rising/falling factorial expansions.,Combinatorics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Lah_Numbers; mode=hypothesized; source=hypothesized; confidence=0.55; steps=2; OBJ_1=formula_box; BOX:C(0,0,0),w=12.0,h=2.6; P: TL(-6.0,1.3,0), TR(6.0,1.3,0), BR(6.0,-1.3,0), BL(-6.0,-1.3,0); E: TOP(TL,TR,L=12.0,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=12.0,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT:A(0,0,0),align=center,content='L(n,k): partitions into k ordered blocks; (x)_n = Σ L(n,k) x^{̅k}'; OPS: create_box(C=0,0,0,w=12.0,h=2.6), place_text(A=0,0,0)."
Ramseys_Theorem,"Ramsey's theorem states that in sufficiently large structures, any partitioning or coloring forces the existence of an ordered substructure (e.g., a monochromatic clique in a colored complete graph).",Hard,A central result in combinatorics illustrating unavoidable regularity in large systems.,Combinatorics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Ramseys_Theorem; mode=hypothesized; source=hypothesized; confidence=0.55; steps=8; OBJ_1=graph_nodes; P: v1(-2,1,0), v2(0,1.4,0), v3(2,1,0), v4(-1,-0.2,0), v5(1,-0.2,0), v6(0,-1.4,0); REL: complete_graph_K6; OBJ_2=colored_edges; REL: two_color_edges(red_or_blue); OBJ_3=highlight_clique; REL: exists_monochromatic_clique(size=3); OBJ_4=formula_box; BOX:C(0,-2.6,0),w=12.6,h=2.6; P: TL(-6.3,-1.3,0), TR(6.3,-1.3,0), BR(6.3,-3.9,0), BL(-6.3,-3.9,0); E: TOP(TL,TR,L=12.6,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=12.6,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='In large enough graphs, any edge-coloring forces a monochromatic clique'; OPS: pt(v1,-2,1,0), pt(v2,0,1.4,0), pt(v3,2,1,0), pt(v4,-1,-0.2,0), pt(v5,1,-0.2,0), pt(v6,0,-1.4,0), draw_complete_graph, color_edges, highlight_clique, create_box(C=0,-2.6,0,w=12.6,h=2.6), place_text(A=0,-2.6,0)."
Schwarz_Lemma,"If f is analytic on the unit disk, f(0)=0, and |f(z)|≤1, then |f(z)|≤|z| and |f′(0)|≤1; equality implies f(z)=e^{iθ}z.",Hard,Key estimate in complex analysis; controls both magnitude and derivative for disk-to-disk analytic maps.,Complex Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Schwarz_Lemma; mode=hypothesized; source=hypothesized; confidence=0.55; steps=12; OBJ_1=complex_axes; P: X1(-3,0,0), X2(3,0,0), Y1(0,-3,0), Y2(0,3,0), O(0,0,0); E: XAXIS(X1,X2,L=6.0,type=x_axis), YAXIS(Y1,Y2,L=6.0,type=y_axis); REL: perpendicular(XAXIS,YAXIS,at=O); OBJ_2=unit_circle; REL: circle(center=O,r=1.0); OBJ_3=point_and_image; P: z(0.6,0.3,0)[inside_disk], fz(0.4,0.2,0)[image]; E: Oz(O,z,L=0.6708203932499369,type=radius), Ofz(O,fz,L=0.447213595499958,type=radius); REL: modulus_bound(|fz|≤|z|); OBJ_4=formula_box; BOX:C(0,-2.55,0),w=12.6,h=2.8; P: TL(-6.3,-1.15,0), TR(6.3,-1.15,0), BR(6.3,-3.95,0), BL(-6.3,-3.95,0); E: TOP(TL,TR,L=12.6,type=box_edge), RIGHT(TR,BR,L=2.8,type=box_edge), BOTTOM(BR,BL,L=12.6,type=box_edge), LEFT(BL,TL,L=2.8,type=box_edge); TEXT:A2(0,-2.55,0),align=center,content='|f(z)|≤|z|,  |f′(0)|≤1  (disk map, f(0)=0)'; OPS: create_axes(O), create_circle(O,r=1.0), pt(z,0.6,0.3,0), pt(fz,0.4,0.2,0), draw_segment(O,z), draw_segment(O,fz), create_box(C=0,-2.55,0,w=12.6,h=2.8), place_text(A=0,-2.55,0)."
Cauchy_Riemann_Equations,"For f(z)=u(x,y)+iv(x,y), the Cauchy–Riemann equations u_x=v_y and u_y=−v_x characterize complex differentiability (with mild regularity conditions).",Hard,Fundamental criterion for analyticity; links complex differentiability to partial derivatives of u and v.,Complex Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Cauchy_Riemann_Equations; mode=hypothesized; source=hypothesized; confidence=0.55; steps=2; OBJ_1=formula_box; BOX:C(0,0,0),w=12.4,h=2.8; P: TL(-6.2,1.4,0), TR(6.2,1.4,0), BR(6.2,-1.4,0), BL(-6.2,-1.4,0); E: TOP(TL,TR,L=12.4,type=box_edge), RIGHT(TR,BR,L=2.8,type=box_edge), BOTTOM(BR,BL,L=12.4,type=box_edge), LEFT(BL,TL,L=2.8,type=box_edge); TEXT:A(0,0,0),align=center,content='f=u+iv analytic ⇒ u_x=v_y and u_y=−v_x'; OPS: create_box(C=0,0,0,w=12.4,h=2.8), place_text(A=0,0,0)."
Moreras_Theorem,"Morera's theorem: if f is continuous on a domain D and the integral of f over every closed triangle in D is zero, then f is analytic on D.",Hard,Useful analyticity test; often paired with Cauchy's theorem in complex analysis.,Complex Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Moreras_Theorem; mode=hypothesized; source=hypothesized; confidence=0.55; steps=8; OBJ_1=triangle_path; P: A(-2,0,0), B(2,0,0), C(0,2.2,0); E: AB(A,B,L=4.0,type=contour), BC(B,C,L=2.973213749463701,type=contour), CA(C,A,L=2.973213749463701,type=contour); REL: closed_triangle_contour, integral_over_triangle=0; OBJ_2=formula_box; BOX:C(0,-2.6,0),w=12.8,h=2.6; P: TL(-6.4,-1.3,0), TR(6.4,-1.3,0), BR(6.4,-3.9,0), BL(-6.4,-3.9,0); E: TOP(TL,TR,L=12.8,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=12.8,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT:A2(0,-2.6,0),align=center,content='f continuous and ∮_∂T f(z)dz=0 for all triangles T ⊂ D ⇒ f analytic'; OPS: pt(A,-2,0,0), pt(B,2,0,0), pt(C,0,2.2,0), ed(AB,A,B), ed(BC,B,C), ed(CA,C,A), add_orientation_arrows, create_box(C=0,-2.6,0,w=12.8,h=2.6), place_text(A=0,-2.6,0)."
Catalan_Numbers,"Catalan numbers count many recursive combinatorial objects; one closed form is C_n = (1/(n+1))·binom(2n,n).",Hard,"Counts balanced parentheses, triangulations, binary trees, and more.",Combinatorics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Catalan_Numbers; mode=hypothesized; source=hypothesized; confidence=0.55; steps=2; OBJ_1=formula_box; BOX:C(0,0,0),w=11.0,h=2.6; P: TL(-5.5,1.3,0), TR(5.5,1.3,0), BR(5.5,-1.3,0), BL(-5.5,-1.3,0); E: TOP(TL,TR,L=11.0,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=11.0,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT:A(0,0,0),align=center,content='Catalan: C_n = 1/(n+1) · binom(2n,n)'; OPS: create_box(C=0,0,0,w=11.0,h=2.6), place_text(A=0,0,0)."
Liouvilles_Theorem,Liouville's theorem (complex analysis): every bounded entire function is constant.,Hard,A cornerstone result implying the Fundamental Theorem of Algebra as a consequence.,Complex Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Liouvilles_Theorem; mode=hypothesized; source=hypothesized; confidence=0.55; steps=2; OBJ_1=formula_box; BOX:C(0,0,0),w=11.6,h=2.6; P: TL(-5.8,1.3,0), TR(5.8,1.3,0), BR(5.8,-1.3,0), BL(-5.8,-1.3,0); E: TOP(TL,TR,L=11.6,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=11.6,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT:A(0,0,0),align=center,content='Bounded entire function ⇒ constant (Liouville)'; OPS: create_box(C=0,0,0,w=11.6,h=2.6), place_text(A=0,0,0)."
Derangement_Formula,A derangement is a permutation with no fixed points. The number of derangements is !n = n!·Σ_{k=0..n} (−1)^k / k!.,Hard,Classic inclusion–exclusion example; approximates n!/e for large n.,Combinatorics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Derangement_Formula; mode=hypothesized; source=hypothesized; confidence=0.55; steps=2; OBJ_1=formula_box; BOX:C(0,0,0),w=12.2,h=2.6; P: TL(-6.1,1.3,0), TR(6.1,1.3,0), BR(6.1,-1.3,0), BL(-6.1,-1.3,0); E: TOP(TL,TR,L=12.2,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=12.2,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT:A(0,0,0),align=center,content='!n = n! · Σ_{k=0..n} (−1)^k/k!'; OPS: create_box(C=0,0,0,w=12.2,h=2.6), place_text(A=0,0,0)."
Delian_Problem_Doubling_the_Cube,"The Delian problem asks for constructing a cube with twice the volume of a given cube; equivalently, constructing a segment of length a·∛2 from a given length a using classical straightedge and compass.",Hard,A famous classical impossibility result: ∛2 is not constructible with straightedge and compass alone.,Geometry,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Delian_Problem_Doubling_the_Cube; mode=hypothesized; source=hypothesized; confidence=0.55; steps=10; OBJ_1=cube_edge_lengths; P: O(0,0,0), A(2,0,0)[edge_a], B(2.52,0,0)[edge_a_cuberoot2]; E: OA(O,A,L=2.0,type=segment), OB(O,B,L=2.5198420997897464,type=segment); REL: length_ratio(|OB|/|OA|=cuberoot2); OBJ_2=annotation; TEXT: T1(0,1.2,0),align=center,content='Need edge a·∛2 to double volume'; OBJ_3=formula_box; BOX:C(0,-2.6,0),w=12.8,h=2.6; P: TL(-6.4,-1.3,0), TR(6.4,-1.3,0), BR(6.4,-3.9,0), BL(-6.4,-3.9,0); E: TOP(TL,TR,L=12.8,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=12.8,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT2:A2(0,-2.6,0),align=center,content='Double volume: (a·∛2)^3 = 2a^3'; OPS: pt(O,0,0,0), pt(A,2,0,0), pt(B,2.5198420998,0,0), ed(OA,O,A), ed(OB,O,B), place_text(T1), create_box(C=0,-2.6,0,w=12.8,h=2.6), place_text(A=0,-2.6,0)."
Polya_Enumeration_Theorem,Pólya's enumeration theorem counts distinct colorings/configurations under a symmetry group by using the cycle index of the group action.,Hard,Generalizes Burnside’s lemma; widely used for counting colorings of symmetric objects.,Combinatorics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Polya_Enumeration_Theorem; mode=hypothesized; source=hypothesized; confidence=0.55; steps=2; OBJ_1=formula_box; BOX:C(0,0,0),w=13.0,h=2.8; P: TL(-6.5,1.4,0), TR(6.5,1.4,0), BR(6.5,-1.4,0), BL(-6.5,-1.4,0); E: TOP(TL,TR,L=13.0,type=box_edge), RIGHT(TR,BR,L=2.8,type=box_edge), BOTTOM(BR,BL,L=13.0,type=box_edge), LEFT(BL,TL,L=2.8,type=box_edge); TEXT:A(0,0,0),align=center,content='Pólya: count via cycle index Z_G and substitution of colors'; OPS: create_box(C=0,0,0,w=13.0,h=2.8), place_text(A=0,0,0)."
Cauchys_Theorem_Group_Theory,"If a finite group G has order divisible by a prime p, then G contains an element of order p.",Hard,A fundamental existence theorem in finite group theory; often used to prove Sylow-type results.,Group Theory,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Cauchys_Theorem_Group_Theory; mode=hypothesized; source=hypothesized; confidence=0.55; steps=2; OBJ_1=formula_box; BOX:C(0,0,0),w=12.6,h=2.6; P: TL(-6.3,1.3,0), TR(6.3,1.3,0), BR(6.3,-1.3,0), BL(-6.3,-1.3,0); E: TOP(TL,TR,L=12.6,type=box_edge), RIGHT(TR,BR,L=2.6,type=box_edge), BOTTOM(BR,BL,L=12.6,type=box_edge), LEFT(BL,TL,L=2.6,type=box_edge); TEXT:A(0,0,0),align=center,content='If p | |G|, then ∃g∈G with order(g)=p'; OPS: create_box(C=0,0,0,w=12.6,h=2.6), place_text(A=0,0,0)."
Fourier_Series_Expansion,A periodic function can be represented as an infinite sum of sine and cosine terms.,Hard,Fundamental in signal processing and analysis.,Calculus,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Fourier_Series_Expansion; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.2,h=2.6; TEXT:A(0,0,0),'f(x)=a₀/2+Σ(a_n cos nx + b_n sin nx)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Laplace_Transform,The Laplace transform converts a function of time into a function of complex frequency.,Hard,Widely used to solve differential equations.,Differential Equations,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Laplace_Transform; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.5,h=2.4; TEXT:A(0,0,0),'L{f(t)}=∫₀^∞ e^{-st}f(t)dt'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Inverse_Laplace_Transform,Inverse Laplace transform recovers the time-domain function from its transform.,Hard,Key step in system analysis.,Differential Equations,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Inverse_Laplace_Transform; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.2,h=2.3; TEXT:A(0,0,0),'f(t)=L^{-1}{F(s)}'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Eigenvalue_Equation,Eigenvalues satisfy the characteristic equation det(A−λI)=0.,Hard,Core concept of linear algebra.,Linear Algebra,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Eigenvalue_Equation; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=9.6,h=2.2; TEXT:A(0,0,0),'det(A−λI)=0'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Diagonalization_Condition,A matrix is diagonalizable if it has enough linearly independent eigenvectors.,Hard,Simplifies matrix powers and systems.,Linear Algebra,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Diagonalization_Condition; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.6,h=2.3; TEXT:A(0,0,0),'A=PDP^{-1}'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Spectral_Theorem,A real symmetric matrix can be diagonalized by an orthogonal matrix.,Hard,Important theorem in advanced linear algebra.,Linear Algebra,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Spectral_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.0,h=2.3; TEXT:A(0,0,0),'A=QΛQ^T'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Divergence_Theorem,Relates the flux through a closed surface to a triple integral over the volume.,Hard,Fundamental theorem in vector calculus.,Vector Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Divergence_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.0,h=2.5; TEXT:A(0,0,0),'∭_V divF dV = ∬_S F·n dS'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Curl_Operator_Definition,Curl measures the rotational tendency of a vector field.,Hard,Used in physics and electromagnetism.,Vector Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Curl_Operator_Definition; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=9.8,h=2.3; TEXT:A(0,0,0),'curl F = ∇ × F'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Gradient_Vector_Field,The gradient gives the direction of maximum increase of a scalar function.,Hard,Core operator in multivariable calculus.,Multivariable Calculus,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Gradient_Vector_Field; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=9.4,h=2.2; TEXT:A(0,0,0),'∇f=(∂f/∂x,∂f/∂y,∂f/∂z)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
